pair,model,accuracy,f1,mcc,sharpe_per_bar,pnl_log,cp_coverage,cp_avg_set_size,cp_singleton_frac,n_total,n_folds,elapsed_seconds
BTCUSDT,fusion_num_cnn,0.5491945672773215,0.5235989801805567,0.10228422946706205,0.024481644215334965,4.929857555708105,0.8832122552116235,1.717966940408507,0.28203305959149294,37992.0,6,18.47
BTCUSDT,fusion_num_cnn_sent,0.5491945672773215,0.5235989801805567,0.10228422946706205,0.024481644215334965,4.929857555708105,0.8832122552116235,1.717966940408507,0.28203305959149294,37992.0,6,18.69
BTCUSDT,fusion_num,0.5373762897452096,0.496488979186049,0.07848064145714093,0.00319720631838811,0.7434800311740464,0.8846336070751737,1.7425510633817647,0.2574489366182354,37992.0,6,2.83
BTCUSDT,fusion_num_sent,0.5373762897452096,0.496488979186049,0.07848064145714093,0.00319720631838811,0.7434800311740464,0.8846336070751737,1.7425510633817647,0.2574489366182354,37992.0,6,4.07
